,Img,Pred,Act,fileName,loss
111,1260418637___2020-10-01T15-13-48.669997Z___camera-15.png,0,1,1260418637___2020-10-01T15-13-48.669997Z___camera-15.png,0.13719152470120452
112,1266587828___2020-10-01T09-49-31.263701Z___camera-00.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-00.png,0.23263817924651664
113,1266587828___2020-10-01T09-49-31.263701Z___camera-01.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-01.png,0.22755855927623256
114,1266587828___2020-10-01T09-49-31.263701Z___camera-02.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-02.png,0.23043230395832082
115,1266587828___2020-10-01T09-49-31.263701Z___camera-03.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-03.png,0.24155059872343554
116,1266587828___2020-10-01T09-49-31.263701Z___camera-04.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-04.png,0.18543781052187186
117,1266587828___2020-10-01T09-49-31.263701Z___camera-05.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-05.png,0.14261850080024435
118,1266587828___2020-10-01T09-49-31.263701Z___camera-06.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-06.png,0.152220387017237
119,1266587828___2020-10-01T09-49-31.263701Z___camera-07.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-07.png,0.12764322754941165
120,1266587828___2020-10-01T09-49-31.263701Z___camera-08.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-08.png,0.13401068740427394
121,1266587828___2020-10-01T09-49-31.263701Z___camera-09.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-09.png,0.15211993106658062
122,1266587828___2020-10-01T09-49-31.263701Z___camera-10.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-10.png,0.13271409215005817
123,1266587828___2020-10-01T09-49-31.263701Z___camera-11.png,0,1,1266587828___2020-10-01T09-49-31.263701Z___camera-11.png,0.18565704541129133
124,1266587828___2020-10-01T09-49-31.263701Z___camera-12.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-12.png,0.2340386573978203
125,1266587828___2020-10-01T09-49-31.263701Z___camera-13.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-13.png,0.20734806302105985
126,1266587828___2020-10-01T09-49-31.263701Z___camera-14.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-14.png,0.21527988542326026
127,1266587828___2020-10-01T09-49-31.263701Z___camera-15.png,1,1,1266587828___2020-10-01T09-49-31.263701Z___camera-15.png,0.21441278760391919
128,1324969206___2020-09-29T08-21-00.755509Z___camera-12.png,0,1,1324969206___2020-09-29T08-21-00.755509Z___camera-12.png,0.16848174234641117
129,1324969206___2020-09-29T08-21-00.755509Z___camera-13.png,0,1,1324969206___2020-09-29T08-21-00.755509Z___camera-13.png,0.1342478453921167
130,1324969206___2020-09-29T08-21-00.755509Z___camera-14.png,0,1,1324969206___2020-09-29T08-21-00.755509Z___camera-14.png,0.169451161287887
131,1324969206___2020-09-29T08-21-00.755509Z___camera-15.png,0,1,1324969206___2020-09-29T08-21-00.755509Z___camera-15.png,0.1797515111177422
132,1372862315___2020-10-01T10-18-40.522451Z___camera-00.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-00.png,0.23657055603403054
133,1372862315___2020-10-01T10-18-40.522451Z___camera-01.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-01.png,0.24928595558955916
134,1372862315___2020-10-01T10-18-40.522451Z___camera-02.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-02.png,0.24026955690344065
135,1372862315___2020-10-01T10-18-40.522451Z___camera-03.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-03.png,0.24287370380924242
136,1372862315___2020-10-01T10-18-40.522451Z___camera-06.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-06.png,0.1542988624905283
137,1372862315___2020-10-01T10-18-40.522451Z___camera-07.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-07.png,0.16548493065462389
138,1372862315___2020-10-01T10-18-40.522451Z___camera-08.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-08.png,0.14163350069913833
139,1372862315___2020-10-01T10-18-40.522451Z___camera-09.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-09.png,0.1831494240963092
140,1372862315___2020-10-01T10-18-40.522451Z___camera-10.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-10.png,0.1554000005639467
141,1372862315___2020-10-01T10-18-40.522451Z___camera-11.png,0,1,1372862315___2020-10-01T10-18-40.522451Z___camera-11.png,0.1612110957631274
142,1372862315___2020-10-01T10-18-40.522451Z___camera-12.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-12.png,0.2625548271503447
143,1372862315___2020-10-01T10-18-40.522451Z___camera-13.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-13.png,0.23594807927159445
144,1372862315___2020-10-01T10-18-40.522451Z___camera-14.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-14.png,0.23318003705066073
145,1372862315___2020-10-01T10-18-40.522451Z___camera-15.png,1,1,1372862315___2020-10-01T10-18-40.522451Z___camera-15.png,0.24342027323393722
146,1397250513___2020-09-29T08-16-09.299881Z___camera-00.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-00.png,0.13138976565999064
147,1397250513___2020-09-29T08-16-09.299881Z___camera-01.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-01.png,0.1299599461373008
148,1397250513___2020-09-29T08-16-09.299881Z___camera-02.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-02.png,0.12782953924137702
149,1397250513___2020-09-29T08-16-09.299881Z___camera-03.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-03.png,0.13003844682955035
150,1397250513___2020-09-29T08-16-09.299881Z___camera-05.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-05.png,0.1426266603644268
151,1397250513___2020-09-29T08-16-09.299881Z___camera-06.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-06.png,0.0955309946353401
152,1397250513___2020-09-29T08-16-09.299881Z___camera-08.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-08.png,0.125826043047095
153,1397250513___2020-09-29T08-16-09.299881Z___camera-11.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-11.png,0.1251580643987563
154,1397250513___2020-09-29T08-16-09.299881Z___camera-12.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-12.png,0.14890806151187908
155,1397250513___2020-09-29T08-16-09.299881Z___camera-13.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-13.png,0.10945379652846365
156,1397250513___2020-09-29T08-16-09.299881Z___camera-14.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-14.png,0.08909575337371547
157,1397250513___2020-09-29T08-16-09.299881Z___camera-15.png,0,1,1397250513___2020-09-29T08-16-09.299881Z___camera-15.png,0.09987611060287102
158,1429735776___2020-10-01T09-42-05.185835Z___camera-00.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-00.png,0.2541025673150433
159,1429735776___2020-10-01T09-42-05.185835Z___camera-01.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-01.png,0.267032485875298
160,1429735776___2020-10-01T09-42-05.185835Z___camera-02.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-02.png,0.2488838006598463
161,1429735776___2020-10-01T09-42-05.185835Z___camera-03.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-03.png,0.24528119929087658
162,1429735776___2020-10-01T09-42-05.185835Z___camera-04.png,0,1,1429735776___2020-10-01T09-42-05.185835Z___camera-04.png,0.17501380036965852
163,1429735776___2020-10-01T09-42-05.185835Z___camera-05.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-05.png,0.24155931189305868
164,1429735776___2020-10-01T09-42-05.185835Z___camera-06.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-06.png,0.20411455396244327
165,1429735776___2020-10-01T09-42-05.185835Z___camera-07.png,0,1,1429735776___2020-10-01T09-42-05.185835Z___camera-07.png,0.1166419349556192
166,1429735776___2020-10-01T09-42-05.185835Z___camera-08.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-08.png,0.24522546600708084
167,1429735776___2020-10-01T09-42-05.185835Z___camera-09.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-09.png,0.21157563658972836
168,1429735776___2020-10-01T09-42-05.185835Z___camera-11.png,0,1,1429735776___2020-10-01T09-42-05.185835Z___camera-11.png,0.15220287996806653
169,1429735776___2020-10-01T09-42-05.185835Z___camera-12.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-12.png,0.2531969071683394
170,1429735776___2020-10-01T09-42-05.185835Z___camera-13.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-13.png,0.24407736918663653
171,1429735776___2020-10-01T09-42-05.185835Z___camera-14.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-14.png,0.22337542265244473
172,1429735776___2020-10-01T09-42-05.185835Z___camera-15.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-15.png,0.2321834082025644
173,1434063929___2020-10-01T15-02-36.372818Z___camera-00.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-00.png,0.1685677050033068
174,1434063929___2020-10-01T15-02-36.372818Z___camera-01.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-01.png,0.1932740570648352
175,1434063929___2020-10-01T15-02-36.372818Z___camera-02.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-02.png,0.19815847898831634
176,1434063929___2020-10-01T15-02-36.372818Z___camera-03.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-03.png,0.20412743705773057
177,1434063929___2020-10-01T15-02-36.372818Z___camera-04.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-04.png,0.16889822252556463
178,1434063929___2020-10-01T15-02-36.372818Z___camera-05.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-05.png,0.12297781710021762
179,1434063929___2020-10-01T15-02-36.372818Z___camera-06.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-06.png,0.12117934421553017
180,1434063929___2020-10-01T15-02-36.372818Z___camera-07.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-07.png,0.17268309912415106
181,1434063929___2020-10-01T15-02-36.372818Z___camera-08.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-08.png,0.11930403227982816
182,1434063929___2020-10-01T15-02-36.372818Z___camera-09.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-09.png,0.1496388006927719
183,1434063929___2020-10-01T15-02-36.372818Z___camera-10.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-10.png,0.20023911949771364
184,1434063929___2020-10-01T15-02-36.372818Z___camera-12.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-12.png,0.22175808793336843
185,1434063929___2020-10-01T15-02-36.372818Z___camera-13.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-13.png,0.20402158567117948
